微信支付账单明细,,,,,,,,,,
微信昵称：用户A,,,,,,,,,,
起始时间：[2025-05-01 00:00:00] 终止时间：[2026-05-01 23:59:59],,,,,,,,,,
导出类型：[全部],,,,,,,,,,
导出时间：[2026-05-28 20:24:44],,,,,,,,,,
,,,,,,,,,,
共543笔记录,,,,,,,,,,
收入：148笔 14860.86元,,,,,,,,,,
支出：372笔 11223.23元,,,,,,,,,,
中性交易：23笔 15442.77元,,,,,,,,,,
注：,,,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,,,
2. 若交易记录明细无有效内容，则代表该时间段内此微信号无交易,,,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,,,
4. 本账单中所有时间均为UTC+08:00时间,,,,,,,,,,
,,,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2026-05-01 16:31:17,商户消费,拼多多,商户单号XP1726050116201105717693006999 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥29.24,零钱通,支付成功,4500000138202605019475414539,XP1726050116201105717693006999,/
2026-04-30 12:39:16,商户消费,广州德能能源管理有限公司,德能管家APP充值,支出,¥50.00,零钱通,支付成功,4500000134202604303648800266,B2604301239123940907,/
2026-04-30 11:28:47,商户消费,京东,京东-订单编号3484482002893899,支出,¥11.50,零钱通,支付成功,4500000137202604306822584977,1012735126043011283701081,/
2026-04-30 07:50:19,商户消费,麦当劳,麦当劳,支出,¥6.60,零钱通,支付成功,4500000161202604301186616083,12969868272935886848,/
2026-04-29 18:11:08,其他,打开拼多多，领更多现金红包,/,收入,¥0.55,/,已到账,160901216926042910102004122197818931114777908,1200129707125260429010404078709188701543,打开拼多多，领更多现金红包
2026-04-29 09:20:18,商户消费,麦当劳,麦当劳,支出,¥10.20,零钱通,支付成功,4500000147202604298936419352,12969528500048642048,/
2026-04-28 16:30:45,商户消费,京东,京东-订单编号3482482002328519,支出,¥17.90,零钱通,支付成功,4500000162202604284110397314,1012743326042816303402328,/
2026-04-28 09:29:51,商户消费,麦当劳,麦当劳,支出,¥8.10,零钱通,支付成功,4500000115202604284840761836,12969168522154582016,/
2026-04-28 09:21:28,商户消费,浙江工商大学电费,电表充值,支出,¥100.00,零钱通,支付成功,4500000153202604282647214098,5140283821426557000094913467040,/
2026-04-27 12:22:07,商户消费,拼多多,商户单号XP2226042712200368467518005712,支出,¥21.99,零钱通,支付成功,4500000161202604272553194867,XP2226042712200368467518005712,/
2026-04-27 07:35:57,商户消费,麦当劳,麦当劳,支出,¥8.10,零钱通,支付成功,4500000159202604272351190505,12968777494151118848,/
2026-04-26 19:53:10,商户消费,拼多多,商户单号XP1826042619201792365919006792 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥9.62,零钱通,支付成功,4500000131202604265261443981,XP1826042619201792365919006792,/
2026-04-26 19:52:55,拼多多平台商户-退款,拼多多平台商户,拼多多平台商户,收入,¥9.90,零钱通,已全额退款,50303707032026042644696465283,,/
2026-04-26 19:39:06,商户消费,拼多多,商户单号XP1226042619200307487229005858 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥9.90,零钱通,已全额退款,4500000115202604266945527357,XP1226042619200307487229005858,/
2026-04-26 19:03:52,商户消费,常多多科技,娃哈哈-桶装水18.9L*1桶循环桶,支出,¥15.00,零钱通,支付成功,4500000141202604264033547288,TZPT2146376113390163549,/
2026-04-26 18:10:44,商户消费,麦当劳,麦当劳,支出,¥19.80,零钱通,支付成功,4500000147202604264874480425,12968574847980630016,/
2026-04-26 08:16:37,商户消费,麦当劳,麦当劳,支出,¥10.80,零钱通,支付成功,4500000139202604267724117501,12968425333596708864,/
2026-04-24 18:08:47,零钱提现,杭州银行(****),/,/,"¥2,000.00",杭州银行储蓄卡(****),提现已到账,207260424109977142145333029777,/,服务费¥2.00
2026-04-24 18:07:51,零钱通转出-到零钱,/,/,/,"¥2,000.00",零钱通,资金已到账,18000070012604240041708174326777,/,/
2026-04-24 18:02:33,商户消费,拼多多,商户单号XP1326042418201655214491006466 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥26.91,零钱通,支付成功,4500000149202604241988587530,XP1326042418201655214491006466,/
2026-04-24 17:08:07,转入零钱通-来自零钱,/,/,/,¥2.78,零钱,支付成功,4200003114202604248477083279,18000070012604240041700755714777,/
2026-04-24 11:29:43,商户消费,京东,京东-订单编号3478282014225259,支出,¥18.63,零钱通,支付成功,4500000134202604244965278651,1012736426042411293700640,/
2026-04-24 07:30:47,商户消费,麦当劳,麦当劳,支出,¥10.80,零钱通,支付成功,4500000145202604243216537751,12967689015698735104,/
2026-04-23 11:29:14,商户消费,京东,京东-订单编号3477282013949006,支出,¥16.07,零钱通,支付成功,4500000152202604231897293957,1012731026042311290306303,/
2026-04-22 09:35:36,商户消费,麦当劳,麦当劳,支出,¥13.50,零钱通,支付成功,4500000134202604223038877346,12966995664321974272,/
2026-04-21 09:10:02,商户消费,麦当劳,麦当劳,支出,¥11.70,零钱通,支付成功,4500000125202604219685648717,12966626846374412288,/
2026-04-20 18:04:50,商户消费,杭州深度求索,DeepSeekAPI服务,支出,¥10.00,零钱通,支付成功,4200003062202604205733711485,100426042018044096741681,/
2026-04-20 13:23:26,零钱提现,工商银行(****),/,/,¥20.02,工商银行储蓄卡(****),提现已到账,207260420109977142093123212777,/,服务费¥0.02
2026-04-20 13:22:57,零钱通转出-到零钱,/,/,/,¥20.00,零钱通,资金已到账,18000070012604200041644030371777,/,/
2026-04-20 07:52:04,商户消费,麦当劳,麦当劳,支出,¥8.10,零钱通,支付成功,4500000117202604203022188199,12966244834606129152,/
2026-04-19 17:43:03,商户消费,麦当劳,麦当劳,支出,¥28.90,零钱通,支付成功,4500000139202604193239661936,12966031145621942272,/
2026-04-19 12:36:30,其他,打开拼多多，领更多现金红包,/,收入,¥2.00,/,已到账,160893851226041910108004221799482304114777983,1200129637517260419010304027007675933722,打开拼多多，领更多现金红包
2026-04-19 12:36:10,其他,打开拼多多，领更多现金红包,/,收入,¥0.80,/,已到账,126667480126041910101004312061085446114777306,1200010502144260419010204097107726127259,打开拼多多，领更多现金红包
2026-04-19 11:50:05,转入零钱通-来自零钱,/,/,/,"¥1,526.49",零钱,支付成功,4200003020202604196533948431,18000070012604190041625310990777,/
2026-04-19 11:23:57,商户消费,京东,京东-订单编号3473482012860761,支出,¥14.50,零钱,支付成功,4500000120202604197815046858,6181972604191123500343796155,/
2026-04-17 11:30:51,商户消费,京东,京东-订单编号3471482012314722,支出,¥12.80,零钱,支付成功,4500000128202604175803880834,6184242604171130460067078949,/
2026-04-17 07:38:17,商户消费,麦当劳,麦当劳,支出,¥11.70,零钱,支付成功,4500000135202604173471830624,12965154180211834880,/
2026-04-16 23:54:12,商户消费,广州仁琦商贸有限公司1,游戏2026041623535419591,支出,¥14.00,零钱,支付成功,4200003055202604169361527735,26041623535500050755584,/
2026-04-16 14:20:31,商户消费,拼多多平台商户,商户单号XP1326041614201102229172004481 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥63.36,零钱,支付成功,4200003038202604162685282857,XP1326041614201102229172004481,/
2026-04-16 11:28:21,商户消费,京东,京东-订单编号3470482012045457,支出,¥13.50,零钱,支付成功,4500000147202604164250279020,6183492604161128100101849736,/
2026-04-16 07:40:09,商户消费,麦当劳,麦当劳,支出,¥11.30,零钱,支付成功,4500000130202604169382542842,12964792271801184256,/
2026-04-15 14:34:27,商户消费,拼多多平台商户,商户单号XP2226041514201025805832004583 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥24.64,零钱,支付成功,4200003118202604159067446668,XP2226041514201025805832004583,/
2026-04-15 12:30:58,转账,联系人09,转账备注:微信转账,收入,"¥1,100.00",/,已存入零钱,1000050001202604150327585709406,/,/
2026-04-15 11:30:38,商户消费,京东,京东-订单编号3469282011782576,支出,¥15.58,零钱,支付成功,4500000148202604157594759649,1012742526041511303205853,/
2026-04-15 08:49:51,商户消费,麦当劳,麦当劳,支出,¥8.10,零钱,支付成功,4500000148202604155768925085,12964447436787593216,/
2026-04-14 13:44:24,商户消费,拼多多平台商户,商户单号XP2126041413200432760786006554 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥3.90,零钱,支付成功,4200003062202604147180917551,XP2126041413200432760786006554,/
2026-04-14 13:43:05,商户消费,拼多多平台商户,商户单号XP2326041413200432728721007470 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥9.20,零钱,支付成功,4200003039202604148693702624,XP2326041413200432728721007470,/
2026-04-14 12:24:07,转账,联系人10,转账备注:微信转账,收入,¥16.00,/,已存入零钱,1000050001202604140633110926911,/,/
2026-04-14 07:43:35,商户消费,麦当劳,麦当劳,支出,¥10.80,零钱,支付成功,4500000139202604141125345033,12964068370902900736,/
2026-04-13 21:13:56,商户消费,拼多多平台商户,商户单号XP1326041321201911579948006217 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥22.22,零钱,支付成功,4200003139202604136160023443,XP1326041321201911579948006217,/
2026-04-13 21:11:35,拼多多平台商户-退款,拼多多平台商户,拼多多平台商户,收入,¥18.20,零钱,已全额退款,50301406932026041377984642387,,/
2026-04-13 21:11:08,商户消费,拼多多平台商户,商户单号XP2026041321200390956619005317 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥18.20,零钱,已全额退款,4200003019202604130286193174,XP2026041321200390956619005317,/
2026-04-13 11:27:06,商户消费,京东,京东-订单编号3467482007341801,支出,¥14.80,零钱,支付成功,4200003093202604136843521759,6183602604131126540619981510,/
2026-04-12 17:19:03,微信红包,联系人11,/,收入,¥2.00,/,已存入零钱,1000039901000604126292237524848,1000039901202604126292237524848,/
2026-04-12 11:53:33,商户消费,麦当劳,麦当劳,支出,¥19.12,零钱,支付成功,4500000140202604121353571991,12963406499866726400,/
2026-04-10 21:19:14,群收款,联系人12,/,支出,¥61.50,零钱,支付成功,100004950126041000077141719499032777,10000495012026041001422960751016,/
2026-04-10 20:12:01,商户消费,拼多多平台商户,商户单号XP2226041020201675767367007977 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥7.30,零钱,支付成功,4200003063202604107470817315,XP2226041020201675767367007977,/
2026-04-10 20:09:03,商户消费,拼多多平台商户,商户单号XP1726041020201675686187005343 复制该单号，前往【拼多多App-我的订单】搜索框粘贴查询,支出,¥2.35,零钱,支付成功,4200003026202604104486810224,XP1726041020201675686187005343,/
2026-04-10 11:31:25,商户消费,京东,京东-订单编号3464482006380670,支出,¥11.80,零钱,支付成功,4500000146202604107393292429,1012737826041011311707653,/
2026-04-10 07:46:53,商户消费,麦当劳,麦当劳,支出,¥8.10,零钱,支付成功,4500000117202604102297367913,12962619651003166720,/
